study_id,include,exclude_reason,first_author,data_type,data_type_other,year,title,abstract,journal,volume,study_year_start,study_year_end,study_design,country,doi,full_text_link
171,yes,,"Granjon, L.",reservoir,,1996,"Conspecificity of {Mastomys} natalensis ({Rodentia}:{Muridae}) from {Senegal} and {South} {Africa}: {Evidence} from experimental crosses, karyology and biometry","On the basis of chromosomal analyses, Mastomys natalensis has recently been shown to occur in Senegal. To definitely prove the conspecificity of these animals with specimens from South Africa, where the species has been described, crossing experiments between individuals from both origins have been conducted. Karyological and biometrical comparisons between samples from these regions have also been performed. They have shown a very small chromosomal differentiation between individuals from Senegal and South Africa, and a morphometrical separation that can only be evidenced through multivariate discriminant analyses based on cranial and mandibular measurements. Crosses between animals from these two origins, as well as ''backcrosses'' and crosses between ''hybrids'' were all fertile, the latter having produced the largest litters on average. These results confirm the conspecificity of M. natalensis from Senegal and South Africa, while displaying some minor variations between these populations from the two extremes of the species' range.",Mammalia,60,1984,1994,longitudinal_study,senegal,10.1515/mamm.1996.60.4.697,
172,no,no data to extract,"Eeswaran, R.",reservoir,,2022,Current and {Future} {Challenges} and {Opportunities} for {Livestock} {Farming} in {West} {Africa}: {Perspectives} from the {Case} of {Senegal,"Livestock farming is a livelihood activity and is critically important for the food and nutritional security of the majority of the population in West African countries, including Senegal. Nevertheless, livestock farming operates far below the optimum production potential, mainly due to demographical, biophysical, economic, environmental, and sociopolitical challenges. To address these issues, we conducted this review with an overall objective of characterizing different livestock farming systems and to identify challenges and opportunities to improve livestock production in West Africa through the broader perspectives from the case of Senegal. Pastoral, agropastoral, and off-land systems are the three major livestock production systems in this region, which are unique in terms of agroclimatology and degree of intensification and integration. The major challenges identified in livestock farming systems are lack of pasture and quality feed, scarcity of water resources, climate change, undeveloped breeding and management of livestock, poor marketing and trade, and socioeconomic constraints. Moreover, we contribute to the literature on crop-livestock farming in Senegal and West Africa by proposing plausible interventions to improve the productivity of the farming system to improve food and nutritional security. Concentrated efforts must be taken in co-designing effective management interventions for sustainable intensification of livestock sector in the region, considering site-specific approaches.",Agronomy-Basel,12,,,,,10.3390/agronomy12081818,
173,no,no full text available,"Gueye, A.",reservoir,,1984,Current epizootiologic situation of heartwater disease of small ruminants in the {Niayes} region of {Senegal,,Revue d'elevage et de medecine veterinaire des pays tropicaux,37,,,,,,
174,no,irrelevant,"Máca, O.",reservoir,,2012,"Description of a new species of \textit{{Eimeria}} {Schneider}, 1875 ({Apicomplexa}: {Eimeriidae}) from the western {Derby} eland \textit{{Taurotragus} derbianusderbianus} {Gray} ({Artiodactyla}: {Bovidae}) in {Senegal","Examination of faecal samples from semicaptive western Derby elands Gray, in the Bandia and Fathala Reserves of Senegal, revealed the presence of oocysts of the genus Schneider, 1875 that we considered to represent a new species, n. sp. The new species possesses nearly ellipsoidal oocysts (length/width ratio 1.3) with a bi-layered wall and an average size of 27.6 x 21.5 mu m. possesses a micropyle covered by a micropylar cap and ovoidal, single-layered sporocysts with an average size of 14.9 x 7.7 mu m, each with a Stieda body. Sporozoites of possess a large refractile body and a nucleus. Sporulation lasted for 2 days at 23A degrees C. The new species is differentiated from the two species parasitising Pallas, Triffitt, 1924 and Yakimoff, 1934.",Systematic Parasitology,82,,,,,10.1007/s11230-012-9352-0,
175,yes,,"Sylla, M.",reservoir,,1997,"Description of {Alectorobius} ({Reticulinasus}) camicasi sp. nov. ({Acari}: {Ixodoidea}: {Argasidae}), a parasite of fruit bats {Rousettus} aegyptiacus occidentalis in {Senegal","A new tick species - Alectorobius (Reticulinasus) camicasi n. sp., a parasite of fruit bats, Rousettus aegyptiacus occidentalis, in Senegal - is described. This new species is based on laboratory reared males, females, nymphs and larvae. Alectorobius (Reticulinasus) camicasi n. sp. is closely related to the two other African species: Alectorobius (Reticulinasus) salahi (Hoogstraal, 1953), a parasite of the fruit bat Rousettus aegyptiacus (Geoffroy) in Egypt; and Alectorobius (Reticulinasus) faini (Hoogstraal, 1960), a parasite of Rousettus leachii (Smith) in the Congo. The new Senegalese species is easily distinguished from the Egyptian species by shape of dorsal surface of idiosoma of adults, coral setae and hypostomal formula of the larva. It is very similar to the Congolese species, but differs from it by the appearance of the antero-dorsal surface-of idiosoma of male, and by the hypostomal formula, dorsal plate, length of fourth palpal article, and the position and distance between some setae of the larva.",Acarologia,38,1993,1993,entomological_study,senegal,,
176,yes,,"Durette-Desset, M. C.",reservoir,,2008,DESCRIPTION} {OF} {TWO} {NEW} {SPECIES} {OF} {NIPPOSTRONGYLINAE} ({NEMATODA}: {HELIGMONELLIDAE}) {COPARASITES} {IN} {THREE} {SYMPATRIC} {SPECIES} {OF} \textit{{MASTOMYS}} {SPP}. ({RODENTIA}: {MURIDAE}) {FROM} {SENEGAL,"Two new species of heligmosomoid Trichostrongylina nematodes belonging to the genera Neoheligmonella Durette-Desset, 1970 and Heligmonina Baylis, 1928 are described. They are parasitic in the small intestine of three species of Mastomys from Senegal living in sympatry: M. natalensis (Smith, 1834), M. erythroleucus (Temminck, 1853) and M. huberti (Wroughton, 1909). Neoheligmonella granjoni n. sp. is closely related to three species from Senegal. They concern: N. bai Diouf \& Durette-Desset, 2002 and N. dielmensis Diouf, Ba \& Durette-Desset, 1998, both parasitic in Arvicanthis niloticus Geoffroy, 1903 and N. mastomysi Diouf et al., 1998, a parasite of M. erythroleucus. N. granjoni n. sp. differs from these species by having 15 cuticular ridges at mid-body versus 13, a large carene and spicules taking up 10-15 \% of body length versus 5.3-7.1 \%. Heligmonina kanei n. sp, differs from the most related species H. kotoensis Diouf, Daoudo \& Durette-Desset 2005, a parasite of M. natalensis from Benin in the following features: spicules taking up 11.6 \% of body length on average versus 16.8 \%; a female fail three times longer than the distance anus-vulva versus a tail of equivalent size to this distance. In N. granjoni n. sp., where the material is abundant in all three hosts, the infra-specific variations observed (morphological or morphometrical) were not related to the host species. This is the first report of the genera Neoheligmonella and Heligmonina in M. huberti. The relevance of the phenomenon of host capture concerning the evolution of these two genera is confirmed.",Parasite,15,2004,2004,cross_sectional,senegal,10.1051/parasite/2008154539,
177,yes,,"Demoncheaux, J. P.",reservoir,,2022,Detection of {Potential} {Zoonotic} \textit{{Bartonella}} {Species} in {African} {Giant} {Rats} (\textit{{Cricetomys} gambianus}) and {Fleas} from an {Urban} {Area} in {Senegal,"Bartonellae are bacteria associated with mammals and their ectoparasites. Rodents often host different species of Bartonella. The aim of this study was to investigate the presence of Bartonella spp. in African giant pouched rats (Cricetomys gambianus) and their ectoparasites in Dakar, Senegal. In 2012, 20 rats were caught, and their fleas were identified. DNA was extracted from 170 selected fleas and qPCR was carried out to detect Bartonella spp. Subsequently, a Bartonella culture was performed from the rat blood samples and the isolated strains (16S rRNA, rpoB, ftsZ and ITS3) were genotyped. A total of 1117 fleas were collected from 19 rats and identified as Xenopsylla cheopis, the tropical rat flea. Bartonella DNA was detected in 148 of 170 selected fleas (87.1\%). In addition, Bartonella strains were isolated from the blood of 17 rats (85\%). According to Bartonella gene-sequence-based criteria for species definition, the isolated strains were identified as B. massiliensis (four strains) and two potential new species related to the zoonotic B. elizabethae. In this paper, these potentially new species are provisionally called Candidatus Bartonella militaris (11 strains) and Candidatus Bartonella affinis (two strains) until their description has been completed. Cricetomys gambianus and its fleas could constitute a public health risk in Dakar due to the high prevalence of Bartonella infection reported.",Microorganisms,10,2011,2012,cross_sectional,senegal,10.3390/microorganisms10030489,
178,no,no data to extract,"Camara, Y.",reservoir,,2019,Determinants of breeders' participation to an indigenous cattle breeding program,"Many cattle breeding programs were initiated in Africa to increase the productivity of indigenous cattle breeds. Most of these programs have failed, partly due to the lack of involvement of breeders. The present case study contributes to the understanding of such failures. The N'Dama cattle breeding program in Senegal was taken as a case study for an in-depth analysis of participation using mixed methods. Semi-structured interviews were conducted with 52 breeders: 26 who participated, 15 of whom recently resigned, and 27 who had never participated. Content and statistical analyses were conducted to evaluate the motivations of breeders and the factors influencing their participation in the breeding program. Results more particularly highlight the complexity of social issues within a breeding project, in face of classical determinants of adoption that are distance or production systems features. It pinpoints crucial levers of improvement, i.e., the management of animal property rights between the nucleus management and the participating breeders, the legitimacy of participants' representatives in cooperatives, and the strategic mobilization of member social networks. Also, adding on previous works of the authors, this study highlights the need to take better account of the dynamics of production systems, then paying sufficient attention to the objectives, preferences, and ongoing strategies of the breeders for the future. The present study is the first to highlight the added value of mixed methods to analyze innovation adoption and participation in a livestock breeding program, taking both into account the overall innovation drivers and dynamics tied to actors' strategies.",Agronomy for Sustainable Development,39,,,,,10.1007/s13593-019-0591-1,
179,no,no data to extract,"Arbelot, B.",reservoir,,1999,Development and organization of poultry farming around {Dakar}. {I}. {Organizing} a diagnosis laboratory and an animal health monitoring service,"As in many west African countries, peri-urban poultry farming in Senegal has considerably developed in response to growing demand for animal proteins. To support the development of the sector, the Projet de Developpement des Elevages a Cycle Court (PRODEC - short-cycle livestock rearing development project) was launched in the Dakar region in February 1994, for a four-year period. Amongst other objectives, PRODEC set out to install a poultry analysis laboratory at ISRA-LNERV (pathology and feeds) and a training structure managed by a Board representing the professionals involved in the sector (""Maisons des Aviculteurs""). After three and a half years of operations, the project has succeeded in setting up a fee-paying poultry pathology laboratory, introducing surveys to ensure greater control of on-farm pathologies, and training technicians (laboratory and rearing technicians), poultry farmers and veterinary surgeons. The project has encountered difficulties with industrialists concerning health checks on one-day-old chicks and the creation of an interprofessional structure capable of managing and running an aviculture training centre.",,,,,,,,
180,no,no data to extract,"Galan, M.",reservoir,,2023,The diet of commensal \textit{{Crocidura} olivieri} ({Soricomorpha}: {Soricidae}): predation on co-existing invasive \textit{{Mus} musculus} suggested by {DNA} metabarcoding data,"Crocidura olivieri is a large-sized shrew species showing a clear trend towards commensalism in West Africa, where it co-occurs and interacts with a number of rodent species in indoor small mammal communities. Among the rodents present is the house mouse Mus musculus, a major invasive species worldwide. We here test the hypothesis that M. musculus could be part of the diet of C. olivieri in a number of localities of Senegal where the two species are known to coexist. We use a metabarcoding approach based on the high-throughput sequencing of a 133 bp fragment of the COI gene, on DNA extracted from digestive tracts and faeces of a sample of 108 shrews. Beside insects of various groups (ants, beetles and cockroaches especially) representing usual items of shrew's diet, and traces of domestic mammals and poultry that were probably scavenged, several species of rodents were evidenced. Among them, M. musculus was by far the best represented species, found in 17 of the 54 shrews where at least one prey taxon was identified. This finding tends to confirm the potential role of C. olivieri as predator of house mice, while highlighting the capacity of this species to adapt its diet to environmental conditions.",Mammalia,87,,,,,10.1515/mammalia-2023-0021,
181,yes,,"Ebbert, M. A.",reservoir,,2015,Differences between chimpanzee and baboon gastrointestinal parasite communities,"Cross-species infection among humans, chimpanzees (Pan troglodytes) and baboons (Papio spp.) is potentially a significant public health issue in Africa, and of concern in the conservation of P. troglodytes. However, to date, no statistical comparisons have been made between the prevalence, richness and composition of parasite communities in sympatric populations of baboons and P. troglodytes. We compared parasite communities in sympatric P. troglodytes and Papio papio living in a wilderness site, in the Republic of Senegal, West Africa. We asked whether, in the absence of humans, there are significant differences between these hosts in their interactions with gastrointestinal parasites. We tested whether host, location, or time of collection accounted for variation in prevalence, richness and community composition, and compared prevalence across six studies. We concluded that, despite being closely related, there are significant differences between these two hosts with respect to their parasite communities. At our study site, prevalence of Balantidium, Trichuris and Watsonius was higher in P. papio. Papio papio harboured more parasites per host, and we found evidence of a positive association between Trichuris and Balantidium in P. troglodytes but not P. papio.",Parasitology,142,2000,2000,cross_sectional,senegal,10.1017/S0031182015000104,
182,yes,,"Charbonnel, Nathalie",reservoir,,2020,Differential immune gene expression associated with contemporary range expansion in two invasive rodents in {Senegal,"Biological invasions are major anthropogenic changes associated with threats to biodiversity and health. However, what determines the successful establishment and spread of introduced populations remains unclear. Here, we explore several hypotheses linking invasion success and immune phenotype traits, including those based on the evolution of increased competitive ability concept. We compared gene expression profiles between anciently and recently established populations of two major invading species, the house mouse Mus musculus domesticus and the black rat Rattus rattus, in Senegal (West Africa). Transcriptome analyses identified differential expression between anciently and recently established populations for 364 mouse genes and 83 rat genes. All immune-related genes displaying differential expression along the mouse invasion route were overexpressed at three of the four recently invaded sites studied. Complement activation pathway genes were overrepresented among these genes. By contrast, no particular immunological process was found to be overrepresented among the differentially expressed genes of black rat. Changes in transcriptome profiles were thus observed along invasion routes, but with different specific patterns between the two invasive species. These changes may be driven by increases in infection risks at sites recently invaded by the house mouse, and by stochastic events associated with colonization history for the black rat. These results constitute a first step toward the identification of immune eco-evolutionary processes potentially involved in the invasion success of these two rodent species.",Scientific Reports,10,2018,2018,cross_sectional,senegal,https://dx.doi.org/10.1038/s41598-020-75060-2,
183,no,irrelevant,"Nesseim, T. D. T.",reservoir,,2015,Digestibility of solvent-treated \textit{{Jatropha} curcas} kernel by broiler chickens in {Senegal,"Jatropha curcas is a drought-resistant shrub belonging to the Euphorbiaceae family. The kernel contains approximately 60 \% lipid in dry matter, and the meal obtained after oil extraction could be an exceptional source of protein for family poultry farming, in the absence of curcin and, especially, some diterpene derivatives phorbol esters that are partially lipophilic. The nutrient digestibility of J. curcas kernel meal (JKM), obtained after partial physicochemical deoiling was thus evaluated in broiler chickens. Twenty broiler chickens, 6 weeks old, were maintained in individual metabolic cages and divided into four groups of five animals, according to a 4 x 4 Latin square design where deoiled JKM was incorporated into grinded corn at 0, 4, 8, and 12 \% levels (diets 0, 4, 8, and 12 J), allowing measurement of nutrient digestibility by the differential method. The dry matter (DM) and organic matter (OM) digestibility of diets was affected to a low extent by JKM (85 and 86 \% in 0 J and 81 \% in 12 J, respectively) in such a way that DM and OM digestibility of JKM was estimated to be close to 50 \%. The ether extract (EE) digestibility of JKM remained high, at about 90 \%, while crude protein (CP) and crude fiber (CF) digestibility were largely impacted by JKM, with values closed to 40 \% at the highest levels of incorporation. J. curcas kernel presents various nutrient digestibilities but has adverse effects on CP and CF digestibility of the diet. The effects of an additional heat or biological treatment on JKM remain to be assessed.",Tropical Animal Health and Production,47,,,,,10.1007/s11250-015-0897-1,
184,no,irrelevant,"Magnani, S. D.",reservoir,,2019,"'({DIS}) {ORDERED} {INTENSIFICATION}?' {TECHNO}-{POLITICAL} {MODELS}, {RESOURCE} {ACCESS} {AND} {PASTORALIST}/{AGRIBUSINESS} {RELATIONS} {IN} {THE} {MIDDLE} {VALLEY} {OF} {THE} {SENEGAL} {RIVER","Since the 1990s, the scientific literature has shown how the technical model of intensification of livestock production is ill adapted to the characteristics of semi-arid climates and the pastoral systems operating in them. While this led to changes in the rhetoric of pastoral development, there have been no significant shifts in its conceptual foundations and working methods. This article analyses the forms of this persistence, its effects and its causes in the Valley of the Senegal River through a study of the introduction of a social business dairy project into the pastoral area surrounding the city of Richard Toll. The industrial dairy producers and the pastoralists mutually use each other for their own ends, thereby reinforcing the discrepancy between their objectives and the logic of their systems. The model of intensification is persistent because it plays a political role in constructing alliances between actors from agribusiness, and because choices about land use and resource access are depoliticised and repeatedly made in their favour. The article underlines the urgency of re-politicising and rethinking the logic behind pastoral development and the challenges it faces, and of deconstructing the rhetoric of reconciling profit with social development which serves mainly to reinforce the role that private businesses play in shaping public action.",Nomadic Peoples,23,,,,,10.3197/np.2019.230102,
185,no,no data to extract,"Lim, E. S.",reservoir,,2014,"Discovery of rosavirus 2, a novel variant of a rodent-associated picornavirus, in children from {The} {Gambia","We describe the identification of a novel picornavirus recovered from the fecal specimen of a child in The Gambia, provisionally named rosavirus 2. Comparison of the rosavirus 2 complete genome demonstrated 71.9\% nucleotide identity to its closest relative rosavirus M-7, an unclassified picornavirus identified from rodent fecal material. A unique RNA structure was predicted in the 3' UTR of rosavirus 2 that was conserved with rosavirus M-7 and cadiciviruses. We detected rosavirus 2 in four pediatric fecal specimens (0.55\% prevalence) in a Gambian diarrheal case-control cohort, but we did not detect it in a panel of 634 pediatric diarrheal stool specimens from the USA. There was no statistical evidence that rosavirus 2 was associated with diarrheal cases. This study broadens our understanding of unknown viruses present in children in developing country settings. © 2014 Elsevier Inc.",Virology,454-455,,,,,https://dx.doi.org/10.1016/j.virol.2014.01.018,
186,no,no data to extract,"Meertens, L.",reservoir,,2003,Divergent simian {T}-cell lymphotropic virus type 3 ({STLV}-3) in wild-caught \textit{{Papio} hamadryas papio} from {Senegal}:: {Widespread} distribution of {STLV}-3 in {Africa,"Among eight samples obtained from a French primatology research center, six adult guinea baboons (Papio hamadryas papio), caught in the wild in Senegal, had a peculiar human T-cell leukemia virus type 2 (HTLV2)-like Western blot seroreactivity (p24(+), GD21(+), K55(+/-)). Partial sequence analyses of the tax genes (433 bp) indicated that these baboons were infected by a novel divergent simian T-cell lymphotropic virus (STLV). Analyses of the complete proviral sequence (8,892 bp) for one of these strains (STLV-3/PPA-F3) indicate that this STLV was highly divergent from the HTLV-1 (61.6\% of nucleotide similarity), HTLV-2 (61.2\%), or STLV-2 (60.6\%) prototype. It was, however, much more closely related to the few other known STLV-3 strains, exhibiting 87 and 89\% of nucleotide similarity with STLV-3/PHA-PH969 (formerly PTLV-L/PH969) and STLV-3/CTO-604, respectively. The STLV-3/PPA-F3 sequence possesses the major HTLV or STLV open reading frames corresponding to the structural, enzymatic, and regulatory proteins. However, its long terminal repeat comprises only two 21-bp repeats. In all phylogenetic analyses, STLV-3/PPA-F3 clustered together in a highly supported single clade with the other known strains of STLV-3, indicating an independent evolution from primate T-cell lymphotropic virus type 1 (PTLV-1) and PTLV-2. The finding of a new strain of STLV-3 in a West African monkey (Guinea baboon) greatly enlarges the geographical distribution and the host range of species infected by this PTLV type in the African continent. The recent discovery of several different STLV-3 strains in many different African monkey species, often in contact with humans, strongly suggests potential interspecies transmission events, as it was described for STLV-1, between nonhuman primates but also to humans.",Journal of Virology,77,,,,,10.1128/JVI.77.1.782-789.2003,
187,yes,,"Ngom, Abdoulaye",reservoir,,2006,Domestic animals as carriers of {Bordetella} species in {Senegal,"Despite intense efforts to maintain a high level of vaccine coverage against human whooping cough, rural senegalese areas are still endemic for Bordetella pertussis. One explanation being the potential existence of animal reservoirs, the objective of this work was to precise the carriage by domestic animals of bacteria belonging to the genus Bordetella in Senegal. Bacteriological samples (swabs and aspirates) were obtained from various domestic animals living in different parts of the country. No B. pertussis nor B. parapertussis were isolated. However, for the first time to our knowledge, B. bronchiseptica was identified from small ruminants located in Africa. The positive animals were two goats and two sheep from Dakar slaughterhouse together with a goat living in a rural compound. The fact that it was identified in goats and sheep underlines the potential zoonotic of that bacterial species in countries where small ruminants are of economical and cultural relevance.","Vector borne and zoonotic diseases (Larchmont, N.Y.)",6,2001,2002,cross_sectional,senegal,,
188,no,no data to extract,"Zwarts, L.",reservoir,,2023,Downstream ecological consequences of livestock grazing in the {Sahel}: a space-for-time analysis of the relations between livestock and birds,"Bird counts in the Ferlo, NW Senegal had shown that the density of groundforaging birds was much lower in grazed than in ungrazed savannah: 84\% fewer granivorous birds and 64\% fewer insectivorous birds. Between 1960 and 2010, in three areas within the same region, granivores declined by 39-97\% and insectivores by 61-91\%, losses attributable to the steadily increasing livestock grazing pressure. If these trends hold for all Sahelian rangelands, the extrapolation at the time indicated that 1.5 billion birds would have been lost in just half a century. The aim of this space-for-time substitution study was to investigate whether that extrapolation can be substantiated with data from the eastern Sahel. To permit analysis of the spatial and seasonal variation in grazing pressure and its impact on ground-foraging granivorous and insectivorous birds, we counted birds in 1901 sites across the entire region (Mauritania to Ethiopia) and took landscape photos of these sites to evaluate livestock presence. We also estimated livestock density from our counts of cowpats and of droppings of sheep and goats, and the cover of the soil vegetation. Within the same rainfall zone (200-400 mm/year), the grazing pressure was higher in the Ferlo than elsewhere in the Sahel. Grazing pressure declined in the Ferlo in the course of the dry season, indicating that cattle food supply became depleted. No such seasonal decline was recorded elsewhere in the Sahel. The same pattern was found for ground-foraging birds: a decline during the dry season in the Ferlo, but nowhere else in the same Sahel rainfall zone. Indeed, in the 1960s and 1970s, when the grazing pressure was much lower than today, there were no records of a seasonal decline of ground-foraging birds in the Ferlo. The much lower densities of seed-eating birds in the Ferlo were not exhibited elsewhere in the Sahel, which is consistent with the phenomenon of local overgrazing. The previous extrapolated loss of 1.5 billion birds is therefore too high, because conditions in the Ferlo were found to differ from those experienced elsewhere in Sahel's arid zone. The actual overall loss cannot be specified due to lack of bird counts from the past in the eastern Sahel. The comparison of grazing pressure and bird densities across all rainfall zones of the western and eastern Sahel shows that increasing livestock densities negatively impact bird numbers. Livestock grazing pressure in the west was higher than in the east and most ground-foraging bird species were less common in the west than in the east. Furthermore, the majority of ground-foraging species in West Sahelian savannahs were exclusively confined to the arid and semi-arid zone, but in the east, these species were more widely distributed and also occupied the more humid zone to the south.",Ardea,111,,,,,10.5253/arde.2022.a25,
189,no,no data to extract,"Lesnoff, M.",reservoir,,1999,Dynamics of a sheep population in a {Sahelian} area ({Ndiagne} district in {Senegal}): a periodic matrix model,"The demography of livestock populations in Sahelian areas is highly sensitive to periodic stresses generated by climatic fluctuations. A deterministic age-transition matrix model which explicitly accounts for within-year demographic variability was developed. The annual cycle was divided into a number of 24 two-week phases and the annual projection matrix was the product of the 24 projection matrices for each phase. This model was applied to an extensively managed sheer population in North Senegal. Results such as growth rates, age structures and population size projections were compared to field data. We showed that such models can be useful in exploring demographic patterns and thus be powerful descriptive tools for livestock dynamic analysis in periodic environmental variations. (C) 1999 Elsevier Science Ltd. All rights reserved.",Agricultural Systems,61,,,,,10.1016/S0308-521X(99)00053-0,
190,yes,,"Diagne, C.",reservoir,,2017,Ecological and sanitary impacts of bacterial communities associated to biological invasions in {African} commensal rodent communities,"Changes in host-parasite ecological interactions during biological invasion events may affect both the outcome of invasions and the dynamics of exotic and/or endemic infections. We tested these hypotheses, by investigating ongoing house mouse (Mus musculus domesticus) and black rat (Rattus rattus) invasions in Senegal (West Africa). We used a 16S gene rRNA amplicon sequencing approach to study potentially zoonotic bacterial communities in invasive and native rodents sampled along two well-defined independent invasion routes. We found that individual host factors (body mass and sex) were important drivers of these bacterial infections in rodents. We observed that the bacterial communities varied along invasion routes and differed between invasive and native rodents, with native rodents displaying higher overall bacterial diversity than invasive rodents. Differences in prevalence levels for some bacterial Operational Taxonomic Units (OTUs) provided support for ecological processes connecting parasitism and invasion success. Finally, our results indicated that rodent invasions may lead to the introduction of exotic bacterial genera and/or to changes in the prevalence of endemic ones. This study illustrates the difficulty of predicting the relationship between biodiversity and disease risks, and advocate for public health prevention strategies based on global pathogen surveillance followed by accurate characterization of potential zoonotic agents.",Scientific Reports,7,,,cross_sectional,senegal,10.1038/s41598-017-14880-1,
191,no,full text not available,"Dedet, J. P.",reservoir,,1981,"[{Ecology} of a cutaneous leishmaniasis focus in the {Thies} region ({Senegal}, {West} {Africa}). 5. {Spontaneous} infection and disease reservoir role of various wild rodent species]",The authors describe spontaneous infection of Mastomys erythroleucus and Tatera gambiana by Leishmania strains typed as L. major. They argue the reservoir role to these two species and the one of Arvicanthis niloticus previously found infected. The possible relations between the fluctuations of rodent populations and the incidence of the human disease are then discussed.,"Ecologie d'un foyer de leishmaniose cutanee dans la region de Thies (Senegal, Afrique de l'Quest).",74,,,,,,
192,no,no data to extract,"Malenje, E. M.",reservoir,,2022,Economic analysis of smallholder dairy cattle enterprises in {Senegal,"Smallholder dairy production in Senegal is important to both livelihoods and food and nutrition security. Here, we examine the economic performance of smallholder dairy cattle enterprises in Senegal, using data from longitudinal monitoring of 113 households. The mean (and standard deviation) of the net returns (NR) per cow per annum (pcpa) was 21.7 (202.9) USD, whilst the NR per household herd per annum (phpa) was 106.1 (1740.3) USD. Only about half (52.2\%) of the dairy cattle enterprise had a positive NR. The most significant income components were milk sale followed by animal sale, whilst the most significant cost components were animal feed followed by animal purchase. When households were grouped by ranking on NRpcpa, an interesting trend was observed: whilst the mean NRpcpa showed a fairly linear increase from the lowest to highest NR groups, income and cost did not. Income and costs were both higher for the lowest and highest NR groups, in comparison to the intermediate NR groups. The mean NRs of households grouped by the main breed type they kept were not significantly different from each other, due to large variances within the breed groups. However, the mean total income and costs were significantly higher for households mainly keeping improved dairy breeds (Bos taurus or Zebu x Bos taurus crosses) in comparison to those keeping indigenous Zebu or Zebu by Guzerat crosses. This study highlights the highly variable (and often low) profitability of smallholder dairy cattle enterprise in Senegal. Further actions to address this are strongly recommended.",Tropical Animal Health and Production,54,,,,,10.1007/s11250-022-03201-y,
193,yes,,"Mattioli, R. C.",reservoir,,1998,Effect of controlling natural field-tick infestation on the growth of {N}'{Dama} and {Gobra} zebu cattle in the {Gambia,"The effect of tick infestations on liveweight gain (LWG) was assessed by comparison of weight changes in flumethrin-treated N'Dama and Gobra zebu cattle (16-20 months old) with respective control groups submitted to natural tick challenge over 1 year. Flumethrin was applied monthly, fortnightly or weekly. Preventive treatments against anaplasmosis, babesiosis and trypanosomosis were given. Mortality rate was recorded and post-mortem examinations carried out. In both treated and control animals, significantly fewer Hyalomma spp. and Amblyomma variegatum were found on N'Dama than on Gobra zebu cattle. Both breeds are equally susceptible to Rhipicephalus senegalensis infestation. Total annual tick burdens did not cause significant differences in LWG between acaricide-treated and control cattle in either breeds. LWG was also not affected during or after the annual peak of tick infestation (composed mainly by A. variegatum and R. senegalensis). Equally-high mortality (35\%), due to unidentified causes, was recorded in acaricide-treated and control Gobra cattle; mortality in N'Dama cattle was 7.5\%. In both breeds, about the 90\% of mortality occurred at the end of the dry season. Breed differences in tick burden confirm previous results. If tick-borne infections do not influence LWG or mortality, then it is concluded that intensive tick control is not justifiable in Gambian livestock.",Preventive Veterinary Medicine,34,1995,1995,cross_sectional,gambia,,
194,yes,,"Osaer, S.",reservoir,,2000,The effects of prophylactic anthelmintic treatment on the productivity of traditionally managed {Djallonke} sheep and {West} {African} {Dwarf} goats kept under high trypanosomosis risk,"The effects of a prophylactic anthelmintic intervention on the productivity of village based sheep and goats was studied in an area of high trypanosomosis risk in The Gambia during 2 and 3 years, respectively. In total, 223 sheep and 385 goats from five villages were included. Allocation to treatment groups (treated-control) was randomised by village, based on age and sex. Three treatments per rainy season were applied with Fenbendazole (Panacur, Hoechst, 2.5\%, 5 mg/kg). Mean nematode egg excretion per gram faeces (EPG) of the treated groups were significantly reduced by prophylactic anthelmintic treatment, indicating the efficiency of the treatment despite the risk of rapid reinfestation. Weight gain benefits of anthelmintic treatment were observed in all age categories ({\textgreater} 6 month) of sheep but not in goats. Kidding rates were significantly increased whilst the same positive trends were observed for other reproductive parameters (litter size, parturition interval) in both goats and sheep without reaching statistical significance. Birth weights of offspring born out of treated does and ewes were higher (P {\textless} 0.05) than those from the controls. In contrast, growth rates until 3 months of age were not influenced by the treatment status of the dam. Mortality rates until the age of 3 months of kids from treated does were significantly lower than of those from control does. Mean Packed Red Cell Volume (PCV) levels during the rains were significantly higher in treated goats than in control goats. The same trend was observed in sheep. In general, there were no interactions between trypanosome infections and effect of anthelmintic treatment, thus both factors acted independently. Finally, the live weight productivity index (12 months old-offspring in kg/year per dam) for treated dams was 24\% and 47\% higher than in control ewes and does, respectively. It can be concluded that, despite the continuous risk of trypanosome infections which has a negative impact on their productivity, a beneficial effect of anthelmintic treatment was observed in both species but most obviously in goats, measured as an increased production and improved health status. A cost-benefit analysis should be carried out in order to confirm whether prophylactic anthelmintic treatment can be recommended to farmers to increase their income from small ruminant production. Nevertheless, anthelmintic treatment will certainly optimise the trypanotolerance in these breeds.",Acta Tropica,74,1996,1998,longitudinal_study,gambia,,
