study_id,pathogen_id,associated_reservoir_id,associated_vector_id,year,month,season,pathogen_tested,population_tested,sample_size,num_pos_pcr,num_pos_ser,num_pos_other,test_other,country,location_name,topography,ecoregion,gps_latitude,gps_longitude,comment
83,187,101,,1987_2013,november_february,dry,rift_valley_fever,animal,35,,0,,,senegal,kaolack,,west_sudanian_savanna,14.51330134,-14.71843732,
83,188,102,,1987_2014,november_february,dry,rift_valley_fever,animal,20,,0,,,senegal,tambacounda,,west_sudanian_savanna,14.1279916,-13.96756486,
83,189,103,,1987_2015,november_february,dry,rift_valley_fever,animal,21,,1,,,senegal,tambacounda,,west_sudanian_savanna,13.77256099,-13.66827449,
83,190,104,,1987_2016,november_february,dry,rift_valley_fever,animal,22,,1,,,senegal,tambacounda,,west_sudanian_savanna,13.07691959,-12.71372564,
83,191,105,,1987_2017,november_february,dry,rift_valley_fever,animal,12,,1,,,senegal,tambacounda,,west_sudanian_savanna,13.4026499,-12.54472485,
83,192,106,,1987_2018,november_february,dry,rift_valley_fever,animal,21,,0,,,senegal,tambacounda,,west_sudanian_savanna,14.01706087,-13.15576521,
83,193,107,,1987_2019,november_february,dry,rift_valley_fever,animal,45,,1,,,senegal,kolda,,guinean_forest_savanna_mosaic,13.29779175,-15.73718212,
83,194,108,,1987_2020,november_february,dry,rift_valley_fever,animal,19,,0,,,senegal,kolda,,guinean_forest_savanna_mosaic,13.23054687,-15.4339587,
83,195,109,,1987_2021,november_february,dry,rift_valley_fever,animal,34,,0,,,senegal,kolda,,guinean_forest_savanna_mosaic,13.14936937,-14.10688167,
83,196,110,,1987_2022,november_february,dry,rift_valley_fever,animal,37,,1,,,senegal,ziguinchor,,guinean_forest_savanna_mosaic,12.56522068,-16.26211724,
87,197,,,2006_2012,all_months,both,rabies,animal,49,3,,,,gambia,fajara,,guinean_forest_savanna_mosaic,13.46965912,-16.6914082,
88,198,,,2001,,,rabies,human,,1,,,isolate,senegal,dakar,,west_sudanian_savanna,14.7159504,-17.46441283,
88,199,,,2005,,,rabies,human,,1,,,isolate,senegal,dakar,,west_sudanian_savanna,14.7159504,-17.46441283,
88,200,,,2011,,,rabies,animal,,1,,,isolate,senegal,linguiere,,sahelian_acacia_savanna,15.3957951,-15.11091882,
88,201,,,2010,,,rabies,animal,,1,,,isolate,senegal,dakar,,west_sudanian_savanna,14.7159504,-17.46441283,
88,202,,,2008,,,rabies,animal,,1,,,isolate,senegal,dakar,,west_sudanian_savanna,14.7159504,-17.46441283,
88,203,,,2011,,,rabies,animal,,1,,,isolate,senegal,dahra,,sahelian_acacia_savanna,15.35614089,-15.48323864,
88,204,,,2011,,,rabies,animal,,1,,,isolate,senegal,dahra,,sahelian_acacia_savanna,15.35614089,-15.48323864,
88,205,,,2013,,,rabies,animal,,1,,,isolate,senegal,diamniadio,,guinean_mangroves,14.0657594,-16.57523295,
88,206,,,2010,,,rabies,animal,,1,,,isolate,senegal,dakar,,west_sudanian_savanna,14.7159504,-17.46441283,
88,207,,,2013,,,rabies,animal,,1,,,isolate,senegal,dakar,,west_sudanian_savanna,14.7159504,-17.46441283,
88,208,,,2014,,,rabies,animal,,1,,,isolate,senegal,dakar,,west_sudanian_savanna,14.7159504,-17.46441283,
88,209,,,2014,,,rabies,animal,,1,,,isolate,senegal,dakar,,west_sudanian_savanna,14.7159504,-17.46441283,
88,210,,,2013,,,rabies,animal,,1,,,isolate,senegal,dakar,,west_sudanian_savanna,14.7159504,-17.46441283,
88,211,,,2014,,,rabies,animal,,1,,,isolate,senegal,dakar,,west_sudanian_savanna,14.7159504,-17.46441283,
88,212,,,2007,,,rabies,human,,1,,,isolate,senegal,dakar,,west_sudanian_savanna,14.7159504,-17.46441283,
88,213,,,2011,,,rabies,animal,,1,,,isolate,senegal,dahra,,sahelian_acacia_savanna,15.35614089,-15.48323864,
88,214,,,2011,,,rabies,human,,1,,,isolate,senegal,dakar,,west_sudanian_savanna,14.7159504,-17.46441283,
88,215,,,2015,,,rabies,animal,,1,,,isolate,senegal,dakar,,west_sudanian_savanna,14.7159504,-17.46441283,
91,216,,,2002,october,rainy,rift_valley_fever,vector,0,0,,,,senegal,barkedji,,sahelian_acacia_savanna,15.2951043,-14.90534271,
91,217,,,2002,november,dry,rift_valley_fever,vector,0,0,,,,senegal,barkedji,,sahelian_acacia_savanna,15.2900152,-14.9553885,
91,218,,,2002,october,rainy,rift_valley_fever,vector,16631,10,,,,senegal,barkedji,,sahelian_acacia_savanna,15.28642217,-14.88453452,
91,219,,,2002,november,dry,rift_valley_fever,vector,0,0,,,,senegal,barkedji,,sahelian_acacia_savanna,15.27750099,-14.86717637,
91,220,,,2002,october,rainy,rift_valley_fever,vector,3403,4,,,,senegal,barkedji,,sahelian_acacia_savanna,,-14.90534271,
91,221,,,2002,november,dry,rift_valley_fever,vector,17712,25,,,,senegal,barkedji,,sahelian_acacia_savanna,,-14.9553885,
91,222,,,2002,october,rainy,rift_valley_fever,vector,429,0,,,,senegal,barkedji,,sahelian_acacia_savanna,,-14.88453452,
91,223,,,2002,november,dry,rift_valley_fever,vector,3315,0,,,,senegal,barkedji,,sahelian_acacia_savanna,,-14.86717637,
91,224,,,2002,october,rainy,rift_valley_fever,vector,1114,0,,,,senegal,barkedji,,sahelian_acacia_savanna,,-14.90534271,
91,225,,,2002,november,dry,rift_valley_fever,vector,0,0,,,,senegal,barkedji,,sahelian_acacia_savanna,,-14.9553885,
91,226,,,2003,october,rainy,rift_valley_fever,vector,1,1,,,,senegal,barkedji,,sahelian_acacia_savanna,,-14.88453452,
91,227,,,2003,november,dry,rift_valley_fever,vector,0,0,,,,senegal,barkedji,,sahelian_acacia_savanna,,-14.86717637,
91,228,,,2003,october,rainy,rift_valley_fever,vector,102,0,,,,senegal,barkedji,,sahelian_acacia_savanna,,-14.90534271,
91,229,,,2003,november,dry,rift_valley_fever,vector,0,0,,,,senegal,barkedji,,sahelian_acacia_savanna,,-14.9553885,
91,230,,,2003,october,rainy,rift_valley_fever,vector,2996,3,,,,senegal,barkedji,,sahelian_acacia_savanna,,-14.88453452,
91,231,,,2003,november,dry,rift_valley_fever,vector,2194,0,,,,senegal,barkedji,,sahelian_acacia_savanna,,-14.86717637,
91,232,,,2003,october,rainy,rift_valley_fever,vector,625,1,,,,senegal,barkedji,,sahelian_acacia_savanna,,-14.90534271,
91,233,,,2003,november,dry,rift_valley_fever,vector,443,1,,,,senegal,barkedji,,sahelian_acacia_savanna,,-14.9553885,
91,234,,,2003,october,rainy,rift_valley_fever,vector,903,1,,,,senegal,barkedji,,sahelian_acacia_savanna,,-14.88453452,
91,235,,,2003,november,dry,rift_valley_fever,vector,118,0,,,,senegal,barkedji,,sahelian_acacia_savanna,,-14.86717637,
96,236,125,,1988,january,dry,rift_valley_fever,animal,7,,4,,,senegal,farafenni,,west_sudanian_savanna,13.5724095,-15.59991637,
96,237,126,,1988,january,dry,rift_valley_fever,animal,108,,44,,,senegal,farafenni,,west_sudanian_savanna,13.5724095,-15.59991637,
96,238,127,,1988,january,dry,rift_valley_fever,animal,21,,8,,,senegal,farafenni,,west_sudanian_savanna,13.5724095,-15.59991637,
96,239,128,,1988,january,dry,rift_valley_fever,animal,10,,0,,,senegal,somone,,guinean_forest_savanna_mosaic,14.4850848,-17.07466457,
96,240,129,,1988,january,dry,rift_valley_fever,animal,19,,1,,,senegal,somone,,guinean_forest_savanna_mosaic,14.4850848,-17.07466457,
96,241,130,,1988,january,dry,rift_valley_fever,animal,17,,13,,,senegal,dagana,,sahelian_acacia_savanna,16.51116222,-15.50232689,
96,242,131,,1988,january,dry,rift_valley_fever,animal,128,,86,,,senegal,dagana,,sahelian_acacia_savanna,16.51116222,-15.50232689,
96,243,132,,1988,january,dry,rift_valley_fever,animal,327,,199,,,senegal,dagana,,sahelian_acacia_savanna,16.51116222,-15.50232689,
99,244,,,2012,october,rainy,rift_valley_fever,human,1,1,,,,senegal,baya,,west_sudanian_savanna,12.39335791,-12.56001523,
99,245,,,2012,october,rainy,rift_valley_fever,human,333,,3,,,senegal,ibel,,west_sudanian_savanna,12.51082639,-12.38073708,
100,246,133,,2015,august,rainy,rift_valley_fever,animal,66,,1,,,senegal,yonofere,,sahelian_acacia_savanna,15.26471464,-14.44984076,
100,247,134,,2015,august,rainy,rift_valley_fever,animal,28,,0,,,senegal,yonofere,,sahelian_acacia_savanna,15.26456245,-14.44519342,
100,248,135,,2015,august,rainy,rift_valley_fever,animal,26,,0,,,senegal,yonofere,,sahelian_acacia_savanna,15.26471464,-14.44984076,
100,249,136,,2015,september,rainy,rift_valley_fever,animal,174,,16,,,senegal,yonofere,,sahelian_acacia_savanna,15.26456245,-14.44519342,
100,250,137,,2015,september,rainy,rift_valley_fever,animal,85,,12,,,senegal,yonofere,,sahelian_acacia_savanna,15.26471464,-14.44984076,
100,251,138,,2015,september,rainy,rift_valley_fever,animal,11,,3,,,senegal,yonofere,,sahelian_acacia_savanna,15.26456245,-14.44519342,
100,252,139,,2015,december,dry,rift_valley_fever,animal,95,,19,,,senegal,yonofere,,sahelian_acacia_savanna,15.26471464,-14.44984076,
100,253,140,,2015,december,dry,rift_valley_fever,animal,22,,3,,,senegal,yonofere,,sahelian_acacia_savanna,15.26456245,-14.44519342,
100,254,141,,2015,december,dry,rift_valley_fever,animal,33,,7,,,senegal,yonofere,,sahelian_acacia_savanna,15.26471464,-14.44984076,
100,255,142,,2016,january,dry,rift_valley_fever,animal,94,,13,,,senegal,yonofere,,sahelian_acacia_savanna,15.26456245,-14.44519342,
100,256,143,,2016,january,dry,rift_valley_fever,animal,26,,8,,,senegal,yonofere,,sahelian_acacia_savanna,15.26471464,-14.44984076,
100,257,144,,2016,may,dry,rift_valley_fever,animal,168,,24,,,senegal,yonofere,,sahelian_acacia_savanna,15.26456245,-14.44519342,
100,258,145,,2016,may,dry,rift_valley_fever,animal,54,,10,,,senegal,yonofere,,sahelian_acacia_savanna,15.26471464,-14.44984076,
101,259,,,1989,february_to_may,dry,rift_valley_fever,human,273,,61,,,senegal,yonofere,,sahelian_acacia_savanna,15.26905381,-14.4634345,
101,260,146,,1989,february_to_may,dry,rift_valley_fever,animal,375,,113,,,senegal,yonofere,,sahelian_acacia_savanna,15.26905381,-14.4634345,
102,261,147,,2003,july_to_october,rainy,rift_valley_fever,animal,100,,0,,,senegal,barkedji,,sahelian_acacia_savanna,15.27748259,-14.86746394,
102,262,148,,2003,july_to_october,rainy,rift_valley_fever,animal,40,,1,,,senegal,furdu,,sahelian_acacia_savanna,15.22194049,-14.82378423,
102,263,149,,2003,july_to_october,rainy,rift_valley_fever,animal,86,,14,,,senegal,kangaledji,,sahelian_acacia_savanna,15.26654812,-14.85807011,
102,264,150,,2003,july_to_october,rainy,rift_valley_fever,animal,101,,3,,,senegal,loumbel_lana,,sahelian_acacia_savanna,15.26664133,-14.73308908,
102,265,151,,2003,july_to_october,rainy,rift_valley_fever,animal,90,,3,,,senegal,ngao,,sahelian_acacia_savanna,15.21663381,-14.79954877,
102,266,152,,2003,july_to_october,rainy,rift_valley_fever,animal,94,,5,,,senegal,niaka,,sahelian_acacia_savanna,15.2946202,-14.90687148,
102,267,153,,2003,july_to_october,rainy,rift_valley_fever,animal,99,,0,,,senegal,yaralope,,sahelian_acacia_savanna,15.39724786,-14.78328415,
105,268,,,1995,april,dry,rift_valley_fever,human,270,,21,,,senegal,saint_louis,,sahelian_acacia_savanna,16.03253742,-16.48150495,
105,269,,,1996,october,rainy,rift_valley_fever,human,112,,22,,,senegal,nder,,sahelian_acacia_savanna,16.2593509,-15.88382828,
105,270,,,1995,january,dry,rift_valley_fever,human,61,,13,,,senegal,rosso,,sahelian_acacia_savanna,16.49955488,-15.81293311,
105,271,,,1995,june,rainy,rift_valley_fever,human,165,,46,,,senegal,rosso,,sahelian_acacia_savanna,16.49955488,-15.81293311,
105,272,,,1996,march,dry,rift_valley_fever,human,459,,60,,,senegal,podor,,sahelian_acacia_savanna,16.6601114,-14.95898275,
105,273,,,1996,december,dry,rift_valley_fever,human,279,,43,,,senegal,podor,,sahelian_acacia_savanna,16.6601114,-14.95898275,
105,274,154,,1994,june_to_december,both,rift_valley_fever,animal,40,,16,,,senegal,ross_bethio,,sahelian_acacia_savanna,16.27759604,-16.13908283,
105,275,155,,1994,june_to_december,both,rift_valley_fever,animal,,,1,,case_report,senegal,niandane,,sahelian_acacia_savanna,16.59421161,-14.98994486,
105,276,156,,1994,june_to_december,both,rift_valley_fever,animal,,,1,,case_report,senegal,niassante,,sahelian_acacia_savanna,16.16826272,-15.55007113,
105,277,157,,1994,june_to_december,both,rift_valley_fever,animal,,,1,,case_report,senegal,rao,,sahelian_acacia_savanna,15.92278959,-16.39621292,
105,278,158,,1994,june_to_december,both,rift_valley_fever,animal,,,1,,case_report,senegal,m_pal,,sahelian_acacia_savanna,15.92126937,-16.26665349,
108,279,,,1989,february_to_may,dry,crimean_congo_haemorrhagic_fever,human,283,,37,,,senegal,yonofere,,sahelian_acacia_savanna,15.26340278,-14.45238871,
108,280,,,1989,february_to_may,dry,crimean_congo_haemorrhagic_fever,animal,371,,35,,,senegal,yonofere,,sahelian_acacia_savanna,15.26340278,-14.45238871,
112,281,160,,2021,april_to_may,dry,crimean_congo_haemorrhagic_fever,animal,125,,37,,,gambia,abuko,,guinean_mangroves,13.39943559,-16.65436282,
112,282,161,,2021,april_to_may,dry,crimean_congo_haemorrhagic_fever,animal,51,,10,,,gambia,abuko,,guinean_mangroves,13.39943559,-16.65436282,
112,283,162,,2021,april_to_may,dry,crimean_congo_haemorrhagic_fever,animal,34,,8,,,gambia,basse,,west_sudanian_savanna,13.30938791,-14.21879286,
112,284,163,,2021,april_to_may,dry,crimean_congo_haemorrhagic_fever,animal,79,,10,,,gambia,basse,,west_sudanian_savanna,13.30938791,-14.21879286,
112,285,164,,2021,april_to_may,dry,crimean_congo_haemorrhagic_fever,animal,34,,1,,,gambia,brikama,,guinean_mangroves,13.27480186,-16.64075122,
112,286,165,,2021,april_to_may,dry,crimean_congo_haemorrhagic_fever,animal,91,,7,,,gambia,brikama,,guinean_mangroves,13.27480186,-16.64075122,
112,287,166,,2021,april_to_may,dry,crimean_congo_haemorrhagic_fever,animal,53,,6,,,gambia,brikamaba,,west_sudanian_savanna,13.5364385,-14.93122785,
112,288,167,,2021,april_to_may,dry,crimean_congo_haemorrhagic_fever,animal,38,,2,,,gambia,brikamaba,,west_sudanian_savanna,13.5364385,-14.93122785,
112,289,168,,2021,april_to_may,dry,crimean_congo_haemorrhagic_fever,animal,21,,1,,,gambia,farafenni,,west_sudanian_savanna,13.57217219,-15.59982548,
112,290,169,,2021,april_to_may,dry,crimean_congo_haemorrhagic_fever,animal,56,,1,,,gambia,farafenni,,west_sudanian_savanna,13.57217219,-15.59982548,
112,291,170,,2021,april_to_may,dry,crimean_congo_haemorrhagic_fever,animal,129,,11,,,gambia,keneba,,guinean_forest_savanna_mosaic,13.33164051,-16.00955043,
112,292,171,,2021,april_to_may,dry,crimean_congo_haemorrhagic_fever,animal,152,,7,,,gambia,keneba,,guinean_forest_savanna_mosaic,13.33164051,-16.00955043,
112,293,172,,2021,april_to_may,dry,crimean_congo_haemorrhagic_fever,animal,11,,1,,,gambia,soma,,west_sudanian_savanna,13.44421532,-15.53882803,
112,294,173,,2021,april_to_may,dry,crimean_congo_haemorrhagic_fever,animal,45,,2,,,gambia,soma,,west_sudanian_savanna,13.44421532,-15.53882803,
112,295,174,,2021,april_to_may,dry,crimean_congo_haemorrhagic_fever,animal,63,,24,,,gambia,sololo,,west_sudanian_savanna,13.45166851,-14.6791525,
112,296,175,,2021,april_to_may,dry,crimean_congo_haemorrhagic_fever,animal,32,,10,,,gambia,sololo,,west_sudanian_savanna,13.45166851,-14.6791525,
112,297,176,,2021,april_to_may,dry,crimean_congo_haemorrhagic_fever,animal,30,,24,,,gambia,bajana,,guinean_forest_savanna_mosaic,13.31266128,-15.88516,
112,298,177,,2021,april_to_may,dry,crimean_congo_haemorrhagic_fever,animal,40,,12,,,gambia,bateling,,west_sudanian_savanna,13.40868358,-15.84273318,
112,299,178,,2021,april_to_may,dry,crimean_congo_haemorrhagic_fever,animal,65,,28,,,gambia,dumbuto,,guinean_forest_savanna_mosaic,13.3493711,-15.83246456,
112,300,179,,2021,april_to_may,dry,crimean_congo_haemorrhagic_fever,animal,30,,13,,,gambia,jali,,guinean_forest_savanna_mosaic,13.3517479,-15.96771388,
112,301,180,,2021,april_to_may,dry,crimean_congo_haemorrhagic_fever,animal,30,,24,,,gambia,jiffarong,,guinean_forest_savanna_mosaic,13.3015598,-15.86848457,
112,302,181,,2021,april_to_may,dry,crimean_congo_haemorrhagic_fever,animal,30,,22,,,gambia,kuli_kunda,,guinean_forest_savanna_mosaic,13.337864,-15.92215592,
112,303,182,,2021,april_to_may,dry,crimean_congo_haemorrhagic_fever,animal,49,,36,,,gambia,jataba,,guinean_forest_savanna_mosaic,13.27398818,-15.82695056,
112,304,183,,2021,april_to_may,dry,crimean_congo_haemorrhagic_fever,animal,45,,15,,,gambia,sankandi,,guinean_forest_savanna_mosaic,13.2921164,-15.82971321,
112,305,184,,2021,april_to_may,dry,crimean_congo_haemorrhagic_fever,animal,30,,23,,,gambia,tankular,,guinean_forest_savanna_mosaic,13.41745548,-16.03395362,
112,306,185,,2021,april_to_may,dry,crimean_congo_haemorrhagic_fever,animal,50,,42,,,gambia,wudeba,,guinean_forest_savanna_mosaic,13.32029786,-15.83071252,
116,307,,,1993,november,dry,yellow_fever,human,411,,317,,,senegal,kedougou,,west_sudanian_savanna,12.56156928,-12.17741391,
116,308,186,,1994,january,dry,yellow_fever,animal,40,,37,,,senegal,kedougou,,west_sudanian_savanna,12.56114564,-12.17380517,
116,309,187,,1994,january,dry,yellow_fever,animal,8,,6,,,senegal,kedougou,,west_sudanian_savanna,12.56114564,-12.17380517,
116,310,188,,1994,january,dry,yellow_fever,animal,5,,5,,,senegal,kedougou,,west_sudanian_savanna,12.56114564,-12.17380517,
116,311,,258,1993,july,rainy,yellow_fever,vector,61,0,,,sample size equal number of vector pools,senegal,kedougou,,west_sudanian_savanna,12.56058881,-12.17042784,
116,312,,259,1993,october_to_november,both,yellow_fever,vector,182,123,,,sample size equal number of vector pools,senegal,kedougou,,west_sudanian_savanna,12.56058881,-12.17042784,
116,313,,260,1993,july,rainy,yellow_fever,vector,16,0,,,sample size equal number of vector pools,senegal,kedougou,,west_sudanian_savanna,12.56058881,-12.17042784,
116,314,,261,1993,october_to_november,both,yellow_fever,vector,77,39,,,sample size equal number of vector pools,senegal,kedougou,,west_sudanian_savanna,12.56058881,-12.17042784,
116,315,,262,1993,july,rainy,yellow_fever,vector,1,0,,,sample size equal number of vector pools,senegal,kedougou,,west_sudanian_savanna,12.56058881,-12.17042784,
116,316,,263,1993,july,rainy,yellow_fever,vector,18,0,,,sample size equal number of vector pools,senegal,kedougou,,west_sudanian_savanna,12.56058881,-12.17042784,
116,317,,264,1993,october_to_november,both,yellow_fever,vector,54,25,,,sample size equal number of vector pools,senegal,kedougou,,west_sudanian_savanna,12.56058881,-12.17042784,
116,318,,265,1993,july,rainy,yellow_fever,vector,7,0,,,sample size equal number of vector pools,senegal,kedougou,,west_sudanian_savanna,12.56058881,-12.17042784,
116,319,,266,1993,october_to_november,both,yellow_fever,vector,11,0,,,sample size equal number of vector pools,senegal,kedougou,,west_sudanian_savanna,12.56058881,-12.17042784,
116,320,,267,1993,july,rainy,yellow_fever,vector,1,0,,,sample size equal number of vector pools,senegal,kedougou,,west_sudanian_savanna,12.56058881,-12.17042784,
116,321,,268,1993,october_to_november,both,yellow_fever,vector,12,0,,,sample size equal number of vector pools,senegal,kedougou,,west_sudanian_savanna,12.56058881,-12.17042784,
116,322,,269,1993,july,rainy,yellow_fever,vector,3,0,,,sample size equal number of vector pools,senegal,kedougou,,west_sudanian_savanna,12.56058881,-12.17042784,
116,323,,270,1993,october_to_november,both,yellow_fever,vector,2,0,,,sample size equal number of vector pools,senegal,kedougou,,west_sudanian_savanna,12.56058881,-12.17042784,
116,324,,271,1993,july,rainy,yellow_fever,vector,1,0,,,sample size equal number of vector pools,senegal,kedougou,,west_sudanian_savanna,12.56058881,-12.17042784,
116,325,,272,1993,july,rainy,yellow_fever,vector,36,0,,,sample size equal number of vector pools,senegal,kedougou,,west_sudanian_savanna,12.56058881,-12.17042784,
116,326,,273,1993,october_to_november,both,yellow_fever,vector,15,0,,,sample size equal number of vector pools,senegal,kedougou,,west_sudanian_savanna,12.56058881,-12.17042784,
116,327,,274,1993,july,rainy,yellow_fever,vector,5,0,,,sample size equal number of vector pools,senegal,kedougou,,west_sudanian_savanna,12.56058881,-12.17042784,
116,328,,275,1993,october_to_november,both,yellow_fever,vector,32,0,,,sample size equal number of vector pools,senegal,kedougou,,west_sudanian_savanna,12.56058881,-12.17042784,
116,329,,276,1993,july,rainy,yellow_fever,vector,4,0,,,sample size equal number of vector pools,senegal,kedougou,,west_sudanian_savanna,12.56058881,-12.17042784,
116,330,,277,1993,october_to_november,both,yellow_fever,vector,2,0,,,sample size equal number of vector pools,senegal,kedougou,,west_sudanian_savanna,12.56058881,-12.17042784,
119,331,,,2013,november,dry,rift_valley_fever,human,1,,1,,,senegal,linguiere,,sahelian_acacia_savanna,15.39585248,-15.11100229,
119,332,,,2013,november,dry,rift_valley_fever,human,196,,25,,,senegal,mbour,,guinean_forest_savanna_mosaic,14.42044066,-16.9719456,
119,333,,,2013,november,dry,rift_valley_fever,human,338,,9,,,senegal,kedougou,,west_sudanian_savanna,12.55845163,-12.1712083,
119,334,189,,2013,november,dry,rift_valley_fever,animal,40,,30,,,senegal,mbour,,guinean_forest_savanna_mosaic,14.42044066,-16.9719456,
119,335,190,,2013,november,dry,rift_valley_fever,animal,33,8,,,,senegal,guembeul,,sahelian_acacia_savanna,15.93374701,-16.4655498,
119,336,191,,2013,november,dry,rift_valley_fever,animal,168,31,,,,senegal,diama,,sahelian_acacia_savanna,16.20809854,-16.40392972,
119,337,192,,2013,november,dry,rift_valley_fever,animal,40,6,,,,senegal,ngnith,,sahelian_acacia_savanna,16.17948486,-15.91129593,
119,338,193,,2013,november,dry,rift_valley_fever,animal,190,7,,,,senegal,dakar,,west_sudanian_savanna,14.71592411,-17.46652194,
123,339,,,2020,october,rainy,yellow_fever,human,,,1,,case_report,senegal,kidira,,west_sudanian_savanna,14.45823297,-12.2113512,
123,340,,,2020,october,rainy,yellow_fever,human,,,1,,case_report,senegal,bakel,,west_sudanian_savanna,14.90661831,-12.46043508,
123,341,,,2020,november,dry,yellow_fever,human,,,1,,case_report,senegal,kidira,,west_sudanian_savanna,14.45823297,-12.2113512,
123,342,,,2020,november,dry,yellow_fever,human,,,1,,case_report,senegal,kidira,,west_sudanian_savanna,14.45823297,-12.2113512,
123,343,,,2020,november,dry,yellow_fever,human,,,1,,case_report,senegal,matam,,sahelian_acacia_savanna,15.66020189,-13.25776785,
123,344,,,2020_2021,september_to_may,both,yellow_fever,human,421,,13,,sample size equal number of vector pools,senegal,kedougou,,west_sudanian_savanna,12.56117526,-12.17360425,
123,345,,,2020_2021,september_to_may,both,yellow_fever,human,120,,4,,sample size equal number of vector pools,senegal,saraya,,west_sudanian_savanna,12.83622957,-11.75531067,
123,346,,278,2020,august,rainy,yellow_fever,vector,97,,0,,sample size equal number of vector pools,senegal,kedougou,,west_sudanian_savanna,12.56117526,-12.17360425,
123,347,,279,2020,august,rainy,yellow_fever,vector,9,,0,,sample size equal number of vector pools,senegal,kedougou,,west_sudanian_savanna,12.56117526,-12.17360425,
123,348,,280,2020,august,rainy,yellow_fever,vector,108,,6,,sample size equal number of vector pools,senegal,kedougou,,west_sudanian_savanna,12.56117526,-12.17360425,
123,349,,281,2020,august,rainy,yellow_fever,vector,58,,3,,sample size equal number of vector pools,senegal,kedougou,,west_sudanian_savanna,12.56117526,-12.17360425,
123,350,,282,2020,august,rainy,yellow_fever,vector,33,,1,,sample size equal number of vector pools,senegal,kedougou,,west_sudanian_savanna,12.56117526,-12.17360425,
123,351,,283,2020,august,rainy,yellow_fever,vector,86,,0,,sample size equal number of vector pools,senegal,kedougou,,west_sudanian_savanna,12.56117526,-12.17360425,
123,352,,284,2020,september,rainy,yellow_fever,vector,65,,0,,sample size equal number of vector pools,senegal,kedougou,,west_sudanian_savanna,12.56117526,-12.17360425,
123,353,,285,2020,september,rainy,yellow_fever,vector,11,,1,,sample size equal number of vector pools,senegal,kedougou,,west_sudanian_savanna,12.56117526,-12.17360425,
123,354,,286,2020,september,rainy,yellow_fever,vector,74,,7,,sample size equal number of vector pools,senegal,kedougou,,west_sudanian_savanna,12.56117526,-12.17360425,
123,355,,287,2020,september,rainy,yellow_fever,vector,33,,5,,sample size equal number of vector pools,senegal,kedougou,,west_sudanian_savanna,12.56117526,-12.17360425,
123,356,,288,2020,september,rainy,yellow_fever,vector,15,,1,,sample size equal number of vector pools,senegal,kedougou,,west_sudanian_savanna,12.56117526,-12.17360425,
123,357,,289,2020,september,rainy,yellow_fever,vector,64,,1,,sample size equal number of vector pools,senegal,kedougou,,west_sudanian_savanna,12.56117526,-12.17360425,
123,358,,290,2020,november,dry,yellow_fever,vector,4,,0,,sample size equal number of vector pools,senegal,kidira,,west_sudanian_savanna,14.45823297,-12.2113512,
123,359,,291,2020,november,dry,yellow_fever,vector,0,,0,,sample size equal number of vector pools,senegal,kidira,,west_sudanian_savanna,14.45823297,-12.2113512,
123,360,,292,2020,november,dry,yellow_fever,vector,0,,0,,sample size equal number of vector pools,senegal,kidira,,west_sudanian_savanna,14.45823297,-12.2113512,
123,361,,293,2020,november,dry,yellow_fever,vector,0,,0,,sample size equal number of vector pools,senegal,kidira,,west_sudanian_savanna,14.45823297,-12.2113512,
123,362,,294,2020,november,dry,yellow_fever,vector,0,,0,,sample size equal number of vector pools,senegal,kidira,,west_sudanian_savanna,14.45823297,-12.2113512,
123,363,,295,2020,november,dry,yellow_fever,vector,0,,0,,sample size equal number of vector pools,senegal,kidira,,west_sudanian_savanna,14.45823297,-12.2113512,
124,364,,,1996,november,dry,yellow_fever,human,12,,9,,,senegal,kaffrine,,west_sudanian_savanna,14.1044778,-15.5504066,
124,365,,,1996,november,dry,yellow_fever,human,167,,37,,,senegal,dougounbene,,west_sudanian_savanna,14.13147133,-15.58473371,
124,366,,,1996,november,dry,yellow_fever,human,78,,16,,,senegal,katiawane,,west_sudanian_savanna,13.95003164,-15.51663364,
124,367,,,1996,november,dry,yellow_fever,human,67,,9,,,senegal,lanta,,west_sudanian_savanna,14.07054282,-15.58844115,
124,368,,,1996,november,dry,yellow_fever,human,42,,10,,,senegal,mbollop,,west_sudanian_savanna,13.93275056,-15.54265993,
124,369,,,1996,november,dry,yellow_fever,human,83,,19,,,senegal,nianghene,,west_sudanian_savanna,13.9668678,-15.60003409,
126,370,,,2004,november,dry,crimean_congo_haemorrhagic_fever,human,,,1,,case_report,senegal,saly,,guinean_forest_savanna_mosaic,14.44382957,-16.98926643,
127,372,,,2004,november,dry,crimean_congo_haemorrhagic_fever,human,,,1,,case_report,senegal,saly,,guinean_forest_savanna_mosaic,14.44467164,-16.99023965,
129,373,,,1965,november,dry,yellow_fever,human,,15,,,case_report,senegal,ngoye,,west_sudanian_savanna,14.64175597,-16.43463938,
129,374,,,1965,november,dry,yellow_fever,human,,,10,,case_report,senegal,ngoye,,west_sudanian_savanna,14.64204519,-16.43370395,
242,375,1263,,2018_2019,all_months,both,avian_influenza,animal,69,19,,,,senegal,dakar,,,,,
242,376,1264,,2018_2019,all_months,both,avian_influenza,animal,109,41,,,,senegal,diourbel,,,,,
242,377,1265,,2018_2019,all_months,both,avian_influenza,animal,778,232,,,,senegal,fatick,,,,,
